N,P,K,temperature,humidity,ph,rainfall,label
103.93,45.93,56.08,29.91,74.06,5.71,236.41,rice
29.42,69.94,66.25,21.72,45.19,6.27,84.26,kidneybeans
25.63,61.84,54.14,20.55,36.71,6.1,98.31,kidneybeans
142.76,52.74,50.98,21.74,57.75,6.0,69.59,cotton
30.69,63.97,68.32,21.45,40.6,7.01,90.88,kidneybeans
30.01,123.1,242.28,15.77,72.74,6.69,86.8,grapes
30.22,135.53,217.98,13.45,93.23,6.78,85.66,grapes
102.54,91.08,41.82,26.17,84.27,6.09,39.51,watermelon
26.8,135.35,203.02,17.1,97.73,6.91,83.56,grapes
144.87,45.34,50.53,27.17,61.64,5.98,81.65,cotton
62.13,73.93,102.83,19.27,24.75,5.87,65.4,chickpea
33.12,73.9,65.27,18.92,40.73,6.64,83.54,kidneybeans
34.46,112.22,229.27,16.61,86.5,6.58,94.62,grapes
95.26,106.18,40.65,22.3,80.3,5.97,40.79,watermelon
106.46,65.2,52.33,25.24,64.6,6.69,75.15,maize
26.99,149.19,201.1,15.95,79.13,5.32,79.66,grapes
149.97,46.82,55.71,24.67,68.91,7.34,70.44,cotton
54.49,59.67,112.66,24.95,24.83,5.8,63.64,chickpea
21.8,128.1,213.88,14.63,74.6,7.01,92.1,apple
32.42,60.21,60.56,19.88,44.67,6.8,88.72,kidneybeans
158.73,53.59,47.43,23.34,67.8,7.44,75.47,cotton
110.44,49.32,52.44,28.15,87.48,5.31,244.36,rice
96.44,113.38,46.0,28.37,82.13,6.32,47.65,watermelon
27.51,116.86,205.43,16.03,95.16,6.88,74.55,apple
123.64,106.74,39.89,26.92,75.32,6.48,46.42,watermelon
100.54,43.25,46.24,29.82,83.89,6.76,236.31,rice
148.11,50.49,46.29,25.45,64.1,7.81,78.17,cotton
99.12,72.59,61.64,26.9,89.67,7.11,158.23,banana
55.27,59.7,109.97,20.34,21.95,7.15,71.26,chickpea
155.03,56.71,48.6,23.6,57.01,6.03,80.17,cotton
111.37,69.57,56.6,30.15,75.42,6.3,145.81,banana
156.86,52.59,48.7,27.96,68.96,7.44,75.86,cotton
132.69,49.26,46.29,25.05,64.26,6.02,79.38,cotton
116.88,101.82,49.56,24.07,85.48,7.33,43.41,watermelon
125.49,75.81,57.68,24.77,79.15,5.86,123.77,banana
111.52,48.6,51.81,24.2,95.96,6.88,257.14,rice
30.2,76.91,68.09,22.59,37.95,6.92,82.93,kidneybeans
27.32,127.2,195.19,14.21,91.96,6.21,94.63,apple
106.62,51.58,55.14,27.52,93.29,5.32,194.32,rice
101.26,62.55,52.06,18.92,71.76,7.82,78.78,maize
32.9,64.44,54.79,22.34,46.12,6.44,100.25,kidneybeans
153.5,49.84,50.43,26.5,72.13,7.01,77.42,cotton
115.76,85.89,46.69,22.5,81.22,6.37,51.69,watermelon
133.83,54.69,54.91,23.93,58.71,7.45,79.43,cotton
136.69,50.75,54.5,26.61,61.59,7.45,83.59,cotton
123.02,53.78,46.0,25.75,68.11,5.89,72.39,cotton
154.64,57.37,50.72,23.78,68.47,7.91,80.8,cotton
96.86,90.94,52.65,28.97,70.84,6.99,157.63,banana
117.54,91.41,45.81,28.73,96.2,6.27,40.67,watermelon
115.12,73.86,51.57,28.89,79.49,5.5,122.23,banana
116.2,70.75,46.75,28.87,70.9,5.45,127.58,banana
28.7,63.4,61.88,20.47,45.27,5.71,90.05,kidneybeans
92.67,60.63,51.87,25.26,68.16,7.22,64.19,maize
21.29,123.76,193.53,13.67,88.39,6.3,78.7,apple
103.39,111.02,41.61,23.31,86.56,6.13,44.19,watermelon
144.89,55.95,47.13,26.78,70.02,7.15,65.1,cotton
111.31,105.44,42.5,21.3,87.79,6.91,43.09,watermelon
111.22,50.82,44.04,29.8,93.95,5.8,242.76,rice
57.0,79.64,105.48,20.82,28.12,7.71,62.77,chickpea
96.83,87.38,49.23,28.73,77.17,6.36,154.79,banana
26.22,140.31,239.59,12.8,91.23,5.43,89.3,grapes
26.56,114.7,221.55,13.42,74.12,6.7,91.9,grapes
125.48,86.75,48.19,24.59,75.53,7.01,125.78,banana
94.03,50.72,42.51,25.27,83.21,6.35,235.44,rice
123.8,68.94,57.39,24.38,70.28,6.76,149.38,banana
103.79,78.9,49.29,28.04,89.94,5.68,134.27,banana
94.47,69.15,46.92,24.68,75.75,6.55,137.3,banana
114.23,53.45,56.77,24.95,59.17,6.52,85.45,maize
99.64,96.48,41.82,26.56,81.19,7.1,50.34,watermelon
93.2,55.02,57.2,24.92,86.31,5.98,253.48,rice
25.5,111.72,194.63,12.8,79.24,5.27,85.57,grapes
93.49,48.63,47.58,27.79,92.38,6.47,195.7,rice
105.37,56.73,48.08,29.13,86.89,6.25,218.12,rice
88.07,65.94,64.52,20.66,74.74,6.8,71.59,maize
93.91,92.31,38.53,25.84,93.62,6.33,45.69,watermelon
119.2,54.09,54.01,28.22,62.56,6.36,65.81,cotton
104.1,108.5,42.73,27.92,73.12,7.23,50.58,watermelon
33.3,62.1,52.68,22.21,37.07,5.58,90.24,kidneybeans
30.94,131.42,246.88,15.66,96.67,6.38,77.09,grapes
86.21,53.84,49.56,28.23,95.61,5.61,230.76,rice
29.44,78.55,59.6,17.89,36.42,6.95,99.22,kidneybeans
22.25,112.76,212.26,13.07,75.39,6.25,94.1,apple
22.89,114.28,208.56,16.88,82.68,7.11,90.73,apple
94.57,61.76,63.11,20.82,61.13,6.16,78.6,maize
116.48,78.91,60.75,31.92,70.91,5.97,144.96,banana
25.62,127.79,219.0,13.4,90.86,5.68,81.25,apple
29.98,72.7,53.42,17.6,35.5,5.4,94.81,kidneybeans
25.82,136.7,238.29,14.26,92.73,6.86,94.42,grapes
28.17,135.67,246.24,16.6,86.88,5.47,75.68,apple
59.38,68.69,96.85,23.06,24.8,6.87,57.91,chickpea
32.94,124.43,229.86,12.93,95.02,5.88,74.97,grapes
117.08,74.22,51.0,29.5,88.58,5.93,149.17,banana
105.18,52.59,51.27,29.61,96.23,5.47,207.03,rice
92.96,54.26,49.33,26.38,96.66,7.12,228.76,rice
102.1,100.93,42.18,21.41,91.94,5.66,48.86,watermelon
29.91,67.37,68.08,18.9,40.06,6.54,102.51,kidneybeans
26.41,115.93,241.22,17.01,86.6,6.08,83.52,grapes
26.18,146.1,224.62,16.22,82.13,6.47,79.15,apple
152.46,50.3,51.52,22.92,62.96,6.98,74.11,cotton
153.46,51.57,48.8,22.4,74.6,6.76,64.33,cotton
47.86,72.81,114.83,23.17,22.97,6.42,73.88,chickpea
150.24,56.01,44.9,22.74,64.6,7.24,69.73,cotton
134.68,44.2,56.21,23.12,65.76,7.45,66.4,cotton
119.43,76.34,51.5,28.81,85.61,5.45,140.14,banana
156.18,54.13,44.71,23.57,61.94,6.63,63.93,cotton
105.11,85.26,52.35,29.81,86.88,5.79,151.03,banana
22.85,122.57,243.78,13.12,94.52,6.8,81.56,apple
103.41,59.69,51.56,24.92,58.47,7.71,67.28,maize
86.64,67.16,68.18,21.97,57.45,6.9,77.11,maize
31.48,131.04,236.32,16.51,87.29,6.54,94.99,grapes
58.69,76.15,90.19,24.15,26.42,6.96,72.95,chickpea
103.61,99.01,40.76,21.41,92.89,6.42,46.03,watermelon
112.56,68.86,66.61,19.54,72.14,6.38,79.76,maize
30.19,111.44,218.48,16.34,83.99,6.43,81.39,grapes
96.51,61.6,54.01,24.14,61.06,6.47,80.13,maize
58.58,61.76,97.43,24.82,27.53,6.98,70.31,chickpea
49.96,63.31,108.99,24.32,27.64,7.68,74.64,chickpea
25.7,135.1,204.61,13.73,82.58,5.87,79.84,apple
25.88,61.71,62.34,22.23,46.06,5.56,84.39,kidneybeans
25.76,134.03,235.22,15.05,82.6,5.61,75.04,grapes
104.43,56.13,54.9,23.53,76.48,5.84,241.8,rice
58.91,60.94,87.7,20.58,27.47,7.65,62.04,chickpea
29.14,63.64,56.43,17.22,38.96,6.62,96.48,kidneybeans
97.7,68.79,58.84,25.28,67.48,7.59,69.55,maize
33.82,129.75,196.65,14.82,95.18,6.42,99.51,grapes
100.22,57.32,50.81,26.11,84.24,6.45,257.47,rice
27.44,126.0,216.73,12.92,83.28,6.14,78.52,grapes
30.33,146.19,241.49,14.02,86.43,6.22,78.12,grapes
34.33,71.55,53.65,20.39,46.0,6.09,95.11,kidneybeans
94.96,44.37,48.02,30.15,91.2,6.93,217.35,rice
51.37,64.16,102.3,19.06,27.24,6.76,65.79,chickpea
121.01,106.34,49.59,25.45,84.75,7.06,47.5,watermelon
151.62,47.67,44.64,26.87,73.39,6.69,70.68,cotton
21.44,135.69,226.28,17.05,96.46,6.31,74.36,apple
27.47,73.01,67.43,21.29,36.12,5.41,91.93,kidneybeans
29.14,130.98,256.19,16.99,81.28,6.4,92.7,grapes
107.5,93.13,50.89,22.88,81.31,5.79,50.38,watermelon
24.37,129.49,257.96,13.42,94.8,5.72,89.71,apple
22.05,145.55,208.27,13.85,96.67,7.0,96.29,apple
31.36,65.84,65.47,19.6,41.49,5.64,87.36,kidneybeans
141.18,51.64,51.61,28.48,68.4,7.69,75.53,cotton
31.41,79.47,56.85,21.39,43.88,7.05,91.87,kidneybeans
109.88,56.97,51.77,21.74,58.53,7.05,82.24,maize
107.42,45.13,44.48,27.32,97.02,6.26,252.91,rice
123.88,69.89,53.06,30.04,71.13,6.11,145.52,banana
108.03,51.16,67.41,22.97,66.97,5.88,69.43,maize
24.08,128.92,238.69,13.94,79.48,7.09,77.07,apple
156.81,54.22,49.63,26.65,67.06,7.44,75.11,cotton
151.35,52.97,45.64,24.62,66.14,6.64,76.74,cotton
128.25,53.12,50.78,22.53,56.14,6.36,64.63,cotton
99.18,112.22,43.43,26.15,97.09,6.33,46.84,watermelon
26.54,78.3,63.99,20.56,38.86,5.64,94.78,kidneybeans
32.06,147.99,197.81,14.41,88.72,7.08,93.31,grapes
132.33,46.36,44.22,22.0,58.53,6.16,69.5,cotton
115.16,95.97,46.53,26.62,84.43,6.99,49.75,watermelon
127.33,53.1,54.65,26.51,65.05,6.24,86.08,cotton
103.78,112.69,46.53,28.44,73.76,6.33,40.19,watermelon
99.23,89.7,55.29,27.47,70.39,6.76,140.18,banana
62.64,63.68,102.28,22.98,22.56,7.37,62.17,chickpea
148.51,53.75,46.16,26.79,73.79,7.57,83.56,cotton
108.95,98.82,42.75,26.33,90.2,6.02,48.34,watermelon
88.44,54.79,56.97,23.83,72.9,5.85,236.97,rice
120.91,53.59,50.95,23.5,62.96,6.12,66.89,cotton
160.11,54.17,54.21,22.05,69.79,6.66,78.46,cotton
114.87,68.51,49.44,25.29,77.46,6.4,121.92,banana
61.79,74.3,104.43,23.68,25.35,7.01,70.38,chickpea
99.66,53.87,52.86,28.18,84.77,6.74,197.53,rice
109.5,58.9,68.89,23.82,59.87,7.54,76.98,maize
104.23,92.5,45.94,24.79,74.57,6.25,48.28,watermelon
61.43,61.18,109.03,19.1,25.44,7.69,63.36,chickpea
109.91,46.35,54.87,26.85,92.82,6.66,214.11,rice
112.25,80.45,49.43,27.0,85.9,6.99,124.54,banana
96.73,83.57,58.83,27.35,75.06,6.02,143.95,banana
27.49,112.9,237.71,12.92,89.76,5.38,96.21,apple
48.57,70.49,87.0,24.21,22.22,7.56,59.19,chickpea
91.84,46.84,43.7,24.84,74.83,5.79,234.16,rice
158.92,48.91,55.12,28.19,57.12,7.88,67.79,cotton
61.37,61.11,87.26,18.82,25.05,5.84,66.6,chickpea
116.52,70.66,54.52,31.51,74.31,5.33,133.2,banana
102.74,76.72,48.22,25.31,86.53,5.75,138.88,banana
106.31,85.31,57.94,31.01,90.51,6.13,143.05,banana
28.38,127.97,204.62,17.0,83.12,6.08,76.1,grapes
24.45,142.73,250.29,15.18,94.6,6.85,78.58,apple
125.37,108.0,48.9,22.88,81.8,5.68,48.03,watermelon
23.4,131.53,206.49,14.54,84.42,6.83,89.26,apple
100.91,80.08,56.23,28.41,78.03,6.63,154.6,banana
96.54,114.65,39.77,24.82,97.33,7.19,45.5,watermelon
112.28,47.03,48.62,24.08,96.38,5.84,224.5,rice
140.03,53.38,49.87,28.19,73.59,7.87,72.15,cotton
107.87,95.19,47.08,24.44,79.52,6.28,49.34,watermelon
160.29,44.03,50.54,28.68,71.83,6.22,85.33,cotton
26.75,141.68,235.61,15.38,88.58,5.71,88.32,apple
141.33,51.42,55.24,24.83,57.74,5.88,75.31,cotton
55.96,71.57,91.83,20.41,24.16,7.07,63.69,chickpea
112.22,76.98,57.19,24.34,72.01,5.33,140.48,banana
104.29,100.01,39.83,25.45,81.87,6.28,44.66,watermelon
106.53,45.55,52.01,25.09,84.71,6.95,248.36,rice
101.92,45.77,52.99,29.16,76.53,6.4,241.73,rice
48.65,66.9,99.41,22.47,26.25,6.63,69.83,chickpea
32.63,144.83,254.16,13.54,75.12,6.62,85.83,grapes
105.3,57.83,68.64,24.1,73.86,7.53,70.29,maize
30.21,65.71,51.86,17.46,35.4,5.47,87.97,kidneybeans
123.01,72.49,47.22,29.36,78.86,5.76,157.93,banana
26.63,80.33,56.11,17.56,41.64,6.24,96.94,kidneybeans
159.41,48.86,50.13,26.73,64.6,6.93,86.2,cotton
24.23,127.27,255.96,16.36,79.23,6.78,88.21,apple
113.86,55.04,51.13,30.65,97.74,6.52,209.44,rice
104.63,49.56,50.55,29.81,83.24,6.91,240.36,rice
117.96,111.18,51.35,21.67,86.7,6.01,41.71,watermelon
85.75,55.76,50.92,30.36,77.89,5.39,246.86,rice
106.8,110.13,47.29,21.74,93.29,6.5,48.09,watermelon
92.96,44.13,49.02,28.85,80.25,6.4,225.77,rice
156.3,52.97,48.58,25.87,73.01,7.41,79.82,cotton
103.88,90.64,46.89,26.8,74.78,6.01,127.19,banana
51.23,77.39,104.8,24.4,21.39,7.55,67.91,chickpea
47.44,75.95,99.26,22.64,24.04,5.96,58.33,chickpea
107.06,47.49,43.17,27.37,92.99,5.6,243.84,rice
28.04,78.43,60.67,22.84,36.06,5.67,90.11,kidneybeans
29.77,77.72,68.76,17.4,46.66,6.68,78.89,kidneybeans
27.34,80.11,55.3,17.68,40.74,7.02,92.16,kidneybeans
52.42,68.17,104.38,22.08,22.46,6.23,71.53,chickpea
106.16,54.67,48.29,28.33,93.18,7.09,224.68,rice
104.13,53.99,50.32,28.03,79.25,5.41,210.54,rice
103.35,57.31,52.31,23.01,93.09,5.83,236.03,rice
33.95,66.78,63.56,17.12,38.39,5.63,85.78,kidneybeans
121.86,113.67,40.79,25.91,76.89,5.95,42.91,watermelon
120.27,80.82,60.94,29.53,85.71,6.3,121.19,banana
86.01,61.76,63.66,19.02,69.69,6.7,69.02,maize
120.64,107.94,49.14,28.38,78.43,7.06,46.97,watermelon
96.57,66.31,65.4,22.98,70.79,6.1,79.41,maize
124.64,43.76,49.17,23.89,66.64,6.83,77.73,cotton
103.63,52.67,53.31,28.29,93.63,6.44,252.23,rice
156.66,45.06,56.7,24.17,61.98,7.4,85.53,cotton
62.98,72.66,110.27,22.47,24.17,6.99,72.11,chickpea
109.88,46.51,45.21,28.64,80.13,5.9,191.66,rice
105.22,65.51,67.38,19.41,57.13,6.17,68.07,maize
125.64,105.05,45.27,25.58,94.78,7.01,40.03,watermelon
30.79,80.2,57.8,19.34,41.89,6.77,79.2,kidneybeans
31.53,60.41,62.61,18.71,40.2,5.89,98.24,kidneybeans
29.34,142.65,240.89,15.14,88.95,7.07,80.52,grapes
31.58,66.56,60.05,21.59,39.03,6.41,86.31,kidneybeans
119.16,105.07,38.6,25.5,72.87,7.37,39.58,watermelon
58.95,77.66,107.27,22.4,23.03,7.38,70.83,chickpea
30.04,114.7,200.99,13.07,96.48,5.72,84.55,grapes
31.12,69.02,64.74,18.08,35.08,6.58,99.79,kidneybeans
30.12,122.71,252.39,16.83,86.68,5.92,81.95,grapes
34.3,141.4,246.92,14.53,93.25,6.91,99.8,grapes
119.26,100.95,49.03,27.6,74.49,7.32,46.49,watermelon
106.83,111.61,39.67,22.95,76.96,6.81,42.69,watermelon
112.16,68.61,61.3,19.82,62.67,6.15,70.53,maize
28.79,72.5,57.58,18.05,41.72,5.39,95.65,kidneybeans
153.58,50.52,42.52,23.86,67.05,6.63,65.62,cotton
109.07,65.31,68.81,23.86,62.25,6.99,74.66,maize
102.5,97.22,38.5,24.36,75.56,6.05,46.34,watermelon
29.12,143.27,215.07,16.99,82.99,6.05,93.09,grapes
118.81,85.58,47.76,22.81,90.53,6.1,43.29,watermelon
102.21,69.85,57.96,30.97,82.26,7.07,143.49,banana
96.85,51.53,63.3,19.84,59.44,6.25,70.05,maize
62.76,78.6,94.88,22.28,22.8,6.06,65.81,chickpea
22.36,127.75,219.74,15.6,74.29,6.68,85.98,apple
149.46,55.82,44.58,25.76,72.2,6.44,79.48,cotton
99.24,57.01,54.24,29.24,86.98,6.61,230.64,rice
91.04,53.35,63.9,24.76,71.71,6.53,64.24,maize
97.43,51.95,45.42,28.59,84.86,5.72,235.53,rice
135.88,43.17,55.43,21.42,63.77,6.72,83.09,cotton
58.14,65.7,107.61,18.91,27.36,5.99,72.18,chickpea
140.08,56.35,55.15,24.17,57.39,6.09,64.23,cotton
26.37,142.95,218.14,15.15,95.91,6.95,93.29,apple
116.53,80.08,47.64,31.36,84.93,6.43,130.75,banana
31.87,67.2,61.61,19.64,46.63,5.61,86.08,kidneybeans
30.95,77.17,62.92,22.65,43.35,6.74,82.97,kidneybeans
58.84,70.5,108.27,19.65,27.79,7.46,73.54,chickpea
108.89,71.61,62.7,29.04,83.94,5.83,131.11,banana
150.97,44.74,48.46,22.95,69.86,6.85,75.36,cotton
33.6,131.67,234.51,16.08,85.87,5.36,81.86,grapes
142.92,49.27,55.92,21.95,57.28,7.01,64.47,cotton
63.17,66.93,88.89,22.41,25.15,7.07,64.85,chickpea
93.31,52.52,60.96,22.66,67.1,7.48,79.29,maize
28.57,61.54,57.21,19.14,39.17,6.5,83.19,kidneybeans
137.27,53.24,44.9,28.22,72.85,7.45,68.71,cotton
21.5,134.1,240.5,15.73,86.08,7.08,89.56,apple
114.43,50.54,56.59,23.88,97.0,5.6,256.22,rice
105.32,55.68,68.83,18.91,63.14,6.8,80.58,maize
100.22,71.29,62.85,25.74,85.81,5.66,134.64,banana
106.55,53.51,55.41,30.85,75.58,5.96,229.16,rice
98.56,62.41,66.84,19.31,65.3,6.44,84.82,maize
25.72,69.05,64.89,22.25,39.84,6.74,86.5,kidneybeans
96.9,94.0,46.48,25.53,76.19,5.83,48.6,watermelon
111.5,51.62,62.15,20.32,61.0,6.72,76.14,maize
26.13,147.05,196.16,15.32,80.6,6.01,85.87,apple
124.97,51.34,43.23,27.96,72.59,6.31,82.18,cotton
54.7,69.56,91.32,19.76,27.5,5.83,56.09,chickpea
33.2,140.39,225.89,12.84,85.11,5.38,77.47,grapes
157.73,44.81,56.79,23.73,67.53,7.11,77.43,cotton
34.43,110.58,203.24,13.35,97.33,5.95,91.85,grapes
59.76,78.03,98.6,18.9,24.82,6.5,64.24,chickpea
53.47,61.74,87.17,20.64,28.35,7.42,73.91,chickpea
31.3,121.52,232.83,14.77,91.33,6.54,89.94,grapes
111.32,113.64,42.67,23.62,78.12,5.93,42.34,watermelon
91.33,52.41,44.86,24.36,74.16,5.27,221.66,rice
26.98,116.71,213.33,14.45,74.36,5.42,94.73,grapes
91.45,48.8,47.61,25.95,90.65,6.71,229.56,rice
62.89,70.03,109.36,22.83,27.84,7.6,71.14,chickpea
108.64,56.96,55.69,20.64,71.85,6.84,83.24,maize
105.75,87.74,53.61,29.19,89.02,5.54,132.71,banana
31.63,67.78,61.63,22.71,45.14,5.56,78.69,kidneybeans
28.18,118.95,229.17,16.39,74.76,6.81,96.98,apple
27.91,132.71,244.73,16.61,96.56,6.93,76.78,apple
101.91,61.14,54.39,25.22,72.44,6.88,70.7,maize
33.09,119.3,194.11,13.74,78.18,5.55,96.67,grapes
114.74,96.69,44.61,28.38,79.26,6.79,42.61,watermelon
100.3,56.09,47.74,28.84,93.13,6.79,207.2,rice
25.64,69.73,51.11,18.08,35.95,6.48,100.45,kidneybeans
104.07,63.48,62.61,25.3,66.07,6.88,66.91,maize
29.5,130.08,222.51,15.89,82.15,6.99,91.01,grapes
108.25,56.31,55.59,28.91,73.84,5.53,205.25,rice
120.57,88.2,55.77,30.7,84.35,6.87,144.92,banana
112.32,67.46,52.21,21.26,63.0,6.54,69.96,maize
89.37,50.47,50.99,29.37,76.58,5.42,250.03,rice
55.28,74.63,108.56,20.68,25.47,6.94,63.02,chickpea
97.56,60.64,66.6,21.83,72.44,6.85,65.53,maize
31.17,137.18,220.21,13.3,75.55,5.79,92.87,grapes
117.53,95.2,49.3,23.56,82.7,6.64,40.5,watermelon
89.66,53.96,59.39,21.38,65.7,7.86,68.42,maize
106.58,53.63,52.56,25.9,74.03,6.51,213.54,rice
89.39,45.46,51.54,29.11,88.97,5.6,243.42,rice
126.01,98.96,46.0,21.65,88.03,6.49,44.14,watermelon
26.32,140.18,248.91,13.15,85.57,5.54,94.4,apple
27.25,125.05,191.43,14.92,93.27,6.2,79.46,apple
106.92,52.84,56.64,24.51,57.92,7.47,80.7,maize
139.56,52.12,51.32,24.32,56.01,7.77,72.41,cotton
119.29,94.57,46.81,22.72,75.22,5.69,40.91,watermelon
29.92,134.0,251.39,17.06,79.03,6.11,94.24,grapes
25.24,137.08,191.29,15.65,89.65,6.74,83.57,apple
26.84,64.33,51.65,18.56,43.53,6.08,103.37,kidneybeans
108.42,91.45,46.64,25.34,75.25,6.07,48.62,watermelon
91.11,50.74,56.42,26.5,90.06,5.5,256.94,rice
22.77,132.18,212.04,14.63,84.72,6.47,93.19,apple
106.63,57.03,51.51,25.8,86.99,5.67,235.58,rice
48.44,68.16,101.71,18.7,21.93,7.01,67.32,chickpea
25.49,146.87,195.76,16.25,72.83,7.01,91.56,apple
100.47,47.42,51.7,24.27,97.51,6.65,211.45,rice
89.53,43.43,44.05,30.23,81.01,6.6,225.31,rice
89.77,56.6,60.12,19.6,71.85,7.69,64.4,maize
98.77,46.47,46.2,27.5,78.95,6.36,251.85,rice
27.71,131.11,228.84,13.4,96.84,5.38,91.82,grapes
29.13,137.71,211.51,14.49,77.57,6.07,89.34,grapes
142.37,46.69,48.98,25.83,73.92,6.52,79.1,cotton
55.73,63.15,104.61,21.11,26.15,7.48,65.32,chickpea
93.75,52.47,66.19,20.74,63.0,6.88,78.62,maize
29.69,125.58,235.36,14.7,87.51,5.93,87.33,grapes
133.39,46.42,53.79,24.65,60.05,7.9,71.44,cotton
139.53,44.33,47.73,27.78,63.39,7.05,76.48,cotton
53.52,61.17,103.0,20.32,25.36,7.04,66.12,chickpea
97.45,114.32,46.54,25.22,90.87,6.95,41.61,watermelon
160.87,53.1,49.67,27.47,64.9,7.32,72.23,cotton
117.08,100.58,41.64,24.72,96.12,7.33,47.97,watermelon
95.97,81.81,60.83,31.63,80.0,6.01,121.38,banana
32.51,144.18,191.9,12.81,92.83,6.89,90.07,grapes
105.9,107.71,40.44,26.86,76.49,6.38,51.37,watermelon
102.03,64.63,54.16,24.35,72.74,7.58,75.34,maize
124.29,87.46,58.49,24.44,68.05,7.01,125.24,banana
101.65,101.15,39.99,28.61,92.25,6.51,44.67,watermelon
119.66,90.83,46.43,23.59,80.51,6.52,38.57,watermelon
31.98,131.95,233.7,15.66,82.34,5.88,95.77,grapes
25.35,148.58,216.63,13.61,83.66,6.93,88.18,apple
120.57,97.97,38.54,25.56,72.41,7.14,38.5,watermelon
105.17,69.9,59.84,29.91,75.85,6.21,130.6,banana
24.1,119.04,219.73,16.46,97.23,5.86,86.16,apple
62.18,77.12,99.49,22.05,28.16,6.14,66.53,chickpea
100.13,53.97,46.7,30.96,89.6,5.49,257.07,rice
156.22,46.54,56.95,26.31,60.05,7.01,81.42,cotton
104.39,47.13,49.11,27.64,90.93,5.44,211.17,rice
121.21,55.48,45.19,24.91,62.89,7.9,78.58,cotton
26.26,72.13,66.61,22.4,39.86,5.95,94.25,kidneybeans
106.55,44.82,46.95,30.8,87.02,6.28,241.74,rice
52.84,74.38,109.71,20.45,21.55,5.92,61.18,chickpea
155.66,55.27,57.03,27.89,59.33,6.03,74.34,cotton
103.95,71.61,54.32,25.04,88.74,5.48,159.74,banana
109.13,87.99,54.07,24.27,70.92,6.02,160.27,banana
95.31,60.75,68.47,22.59,66.05,7.61,82.16,maize
132.67,49.16,51.6,24.25,67.2,6.03,73.38,cotton
57.81,63.7,107.51,19.76,23.4,6.29,71.62,chickpea
55.66,65.44,112.34,24.13,24.06,7.42,63.94,chickpea
26.36,60.73,56.99,18.41,46.02,7.12,101.86,kidneybeans
104.14,102.16,44.78,23.83,88.28,7.12,46.04,watermelon
85.42,50.51,46.61,30.84,86.36,6.57,199.77,rice
99.59,97.04,41.31,28.64,88.39,6.19,48.4,watermelon
27.72,136.57,250.78,14.65,86.8,6.88,90.29,grapes
98.72,64.37,64.79,22.33,57.46,6.1,81.19,maize
26.91,134.92,250.07,14.82,94.52,6.73,76.71,grapes
95.63,64.9,63.98,22.95,68.77,7.13,68.08,maize
47.24,71.15,93.41,19.7,27.98,7.12,56.96,chickpea
90.12,51.94,51.8,29.76,76.02,6.54,193.38,rice
135.08,47.12,48.67,27.82,69.44,6.05,78.06,cotton
25.46,115.04,200.41,14.97,97.65,6.62,82.84,apple
29.25,61.11,64.83,21.06,45.76,5.32,94.9,kidneybeans
29.24,112.5,255.22,16.79,95.78,5.82,75.34,grapes
56.69,59.74,108.32,21.22,23.54,5.86,65.78,chickpea
103.02,90.02,63.07,30.13,90.19,6.51,124.92,banana
50.43,69.04,101.8,22.79,24.8,7.12,69.21,chickpea
112.25,97.37,49.7,25.61,88.25,7.26,51.47,watermelon
110.37,47.29,47.71,23.48,86.08,6.93,248.72,rice
26.1,143.99,209.17,14.92,73.94,6.14,99.56,grapes
48.69,59.65,104.64,23.24,23.62,6.52,58.27,chickpea
104.04,49.88,43.87,25.77,80.75,6.52,249.15,rice
60.04,68.71,90.79,23.25,23.94,6.05,72.77,chickpea
114.71,55.07,63.31,24.3,68.0,7.64,80.84,maize
131.2,45.42,51.29,26.99,56.11,5.93,68.2,cotton
103.27,46.09,44.88,27.41,86.33,5.44,258.23,rice
32.54,78.82,54.7,22.41,37.12,5.92,78.95,kidneybeans
47.47,78.36,90.78,22.09,28.36,6.12,73.9,chickpea
98.18,89.89,47.15,27.39,71.54,6.49,128.49,banana
125.74,104.13,50.16,24.11,97.25,5.68,50.77,watermelon
100.3,103.76,51.05,25.85,80.66,6.7,38.52,watermelon
23.42,131.82,192.34,13.46,95.0,5.34,82.59,apple
102.97,75.53,48.09,27.34,91.6,6.34,145.57,banana
124.95,90.14,45.81,25.44,73.72,6.2,49.96,watermelon
29.93,79.0,61.99,18.07,40.9,5.54,97.26,kidneybeans
144.0,44.79,53.4,23.18,64.29,6.8,72.19,cotton
58.25,74.34,89.82,25.07,21.29,5.97,58.08,chickpea
90.99,55.73,60.42,20.03,68.97,6.48,64.64,maize
25.56,137.87,230.51,14.41,95.16,5.58,79.5,grapes
33.87,77.94,53.37,18.9,41.37,5.53,79.65,kidneybeans
107.06,56.73,55.9,19.19,59.2,7.48,76.91,maize
107.6,55.3,56.8,26.34,91.31,6.29,231.97,rice
25.31,144.01,246.03,15.22,86.97,6.55,81.71,apple
52.97,68.5,101.7,19.56,25.63,6.3,61.7,chickpea
97.01,90.42,54.61,30.18,91.55,6.77,149.77,banana
28.55,71.99,68.83,17.74,45.16,6.62,84.02,kidneybeans
101.56,54.94,51.78,29.93,86.97,6.58,194.34,rice
89.01,53.76,64.46,22.7,63.36,7.0,74.34,maize
112.87,96.17,43.35,25.66,73.11,6.89,46.75,watermelon
118.77,84.69,53.84,27.39,71.31,6.08,156.68,banana
117.33,109.07,39.47,26.54,95.51,7.02,45.71,watermelon
